feature,logFC,AveExpr,t,P.Value,adj.P.Val,B,adjP_fmt,P_fmt
PWY-6748: nitrate reduction VII (denitrification),0.015494805375732,-4.98104583978356,0.218810209620142,0.826889841672294,0.887797534649842,-5.75699948503648,0.888,0.827
PWY-7560: methylerythritol phosphate pathway II,-0.0067835089893621,8.15542964822308,-0.216285006846644,0.828856436981941,0.887797534649842,-6.90069840001927,0.888,0.829
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia),-0.0127662494099406,-5.04515404191719,-0.214365799092202,0.830351811819559,0.887797534649842,-5.77514185155754,0.888,0.83
PWY-7279: aerobic respiration II (cytochrome c) (yeast),0.0131304053920389,-4.99444503241738,0.204732148046594,0.837867200189235,0.893958728235376,-5.76250243137548,0.894,0.838
PWY-5417: catechol degradation III (ortho-cleavage pathway),0.0455418993405272,-3.47225483509208,0.182321039853016,0.855406887711708,0.90886981819369,-5.28588213038296,0.909,0.855
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate,0.0455418993405272,-3.47225483509208,0.182321039853016,0.855406887711708,0.90886981819369,-5.28588213038296,0.909,0.855
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,0.0133162864341835,6.19111433489446,0.150127765589517,0.880726160694566,0.933826074748916,-5.77851227940505,0.934,0.881
PWY-922: mevalonate pathway I (eukaryotes and bacteria),0.0518836723567462,-0.859239605417002,0.140146367050092,0.888602466797765,0.940222527109669,-4.8672149997521,0.94,0.889
PWY-6606: guanosine nucleotides degradation II,0.0103269867798558,5.68360166782763,0.130556607954298,0.896180146339502,0.946277173153511,-5.56836826459235,0.946,0.896
PWY-6901: superpathway of glucose and xylose degradation,0.00572266622754019,7.38680211308476,0.125912630380374,0.899853206792934,0.94724437032034,-6.33034156665774,0.947,0.9
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),0.00343152854197691,8.62028473957221,0.122202633850232,0.902789104386551,0.94724437032034,-7.50373897901533,0.947,0.903
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate,0.0143788276199686,-4.67874953757023,0.120361116918497,0.904246882678734,0.94724437032034,-5.69727356524969,0.947,0.904
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside),0.0242135359347965,4.54559405723421,0.120009196151028,0.904525506560795,0.94724437032034,-5.2702341880362,0.947,0.905
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli),-0.0108705839397356,6.23450432443103,-0.108820836073366,0.913389556296281,0.954566954326032,-5.77796715446498,0.955,0.913
PWY-5497: purine nucleobases degradation II (anaerobic),0.0199715991253425,4.63567184636401,0.100180498574436,0.920242380861699,0.958059332387984,-5.28867544285866,0.958,0.92
GLUCONEO-PWY: gluconeogenesis I,0.0038904400143535,7.72889486567789,0.0998704776802027,0.92048837817669,0.958059332387984,-6.56505862028447,0.958,0.92
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),0.035383096851494,-0.683101712544668,0.0924379633350324,0.92638820711401,0.96179225199423,-4.86817356681018,0.962,0.926
PWY-6562: norspermidine biosynthesis,0.0266992778308312,-2.72311333980412,0.0894079618181258,0.92879456535038,0.96179225199423,-5.06479773290717,0.962,0.929
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,0.0307807211215234,2.41688959936238,0.0882271589114421,0.929732510261089,0.96179225199423,-4.9896569573974,0.962,0.93
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),-0.0128588294557963,3.82739859906948,-0.0822979156117468,0.934443728684416,0.964709112609417,-5.13759456871809,0.965,0.934
VALDEG-PWY: L-valine degradation I,-0.00435154692504293,-4.94982904515565,-0.0602008899467533,0.952020408426883,0.980869511712546,-5.77249750933336,0.981,0.952
PWY5F9-12: biphenyl degradation,-0.00503260337486761,-4.84550836149113,-0.0536191527710487,0.957260651793405,0.983273437323428,-5.75254345668483,0.983,0.957
PWY-6270: isoprene biosynthesis I,-0.00150959192027836,8.22061760382632,-0.0519613520361771,0.958580859674673,0.983273437323428,-6.9969382496071,0.983,0.959
PWY-4984: urea cycle,0.00387507374005337,6.83798399208409,0.048919034157097,0.961003936884327,0.983273437323428,-6.04923630696982,0.983,0.961
PWY-6182: superpathway of salicylate degradation,-0.0104803876037704,-3.82413129708999,-0.0468260531023823,0.962671118744071,0.983273437323428,-5.40383625986723,0.983,0.963
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,0.0121767665952266,-3.88574629280835,0.0451659986863722,0.96399356600336,0.983273437323428,-5.40171274339155,0.983,0.964
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),0.00252260769574292,7.32237021634195,0.0421124922381488,0.966426334179127,0.983787286290129,-6.28648667457721,0.984,0.966
PWY-4321: L-glutamate degradation IV,0.00816378383696697,-3.10962136858665,0.0285002045843122,0.977274915746108,0.991695149566307,-5.15794434927335,0.992,0.977
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I,-0.00136491222685699,7.45685050356152,-0.0256996876461956,0.979507432335052,0.991695149566307,-6.34853700572078,0.992,0.98
PWY-3781: aerobic respiration I (cytochrome c),-0.00176999274021742,-4.97431940718732,-0.0250465207891757,0.980028147806703,0.991695149566307,-5.77820249283142,0.992,0.98
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),-0.000891716982516476,7.32613500385888,-0.0168356406134959,0.986574652850784,0.996342718720594,-6.28902804139911,0.996,0.987
PWY1G-0: mycothiol biosynthesis,0.00226606763273276,-3.68754142320821,0.00979912337516878,0.992185580946083,0.998030995471517,-5.33238646875091,0.998,0.992
PWY-6185: 4-methylcatechol degradation (ortho cleavage),-0.0019897872632605,-3.64420041571097,-0.0085770576979145,0.993160105051181,0.998030995471517,-5.35760672195052,0.998,0.993
PWY-5180: toluene degradation I (aerobic) (via o-cresol),-0.000745282125770932,-3.84007806222703,-0.00287628166349404,0.997706243837336,0.998030995471517,-5.37482214779189,0.998,0.998
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol),-0.000745282125770932,-3.84007806222703,-0.00287628166349404,0.997706243837336,0.998030995471517,-5.37482214779189,0.998,0.998
PWY-6353: purine nucleotides degradation II (aerobic),0.000193021884344126,6.471684810968,0.00246905475565085,0.998030995471517,0.998030995471517,-5.86507455161511,0.998,0.998
